"","famN","yearOfBirth","yearOfDeath","sex","mother_id","father_id","anoinicio","origem_desc","district_ori","county_ori","ori_long","ori_lat","res_desc","district_res","county_res","res_long","res_lat"
"121","121","1907",NA,"female",NA,NA,"1945","BRAGA                          GUIMARÃES","BRAGA","GUIMARÃES","-8.426507","41.5454486",NA,NA,NA,NA,NA
"122","461","1951",NA,"male",NA,NA,"1976","PORTO                          SANTO TIRSO","PORTO","SANTO TIRSO","-8.4738078","41.3431376","PORTO                         MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043"
"123","57","1979",NA,"female",NA,NA,"2008","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","C BRANCO                      FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138"
"124","828","1909",NA,"female",NA,NA,"1936","VISEU                          TAROUCA","VISEU","TAROUCA","-7.7750036","41.0174461","AVEIRO                        ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914"
"125","934","1993",NA,"male",NA,NA,"2013","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","C BRANCO                      OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996"
"126","438","1963",NA,"female",NA,NA,"1984","PORTO                          PORTO","PORTO","PORTO","-8.6291053","41.1579438","FARO                          SILVES","FARO","SILVES","-8.4412051","37.1889976"
"127","304","1975",NA,"unknown",NA,NA,"2003","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","AVEIRO                        MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493"
"128","557","2006",NA,"female",NA,NA,"2032","COIMBRA                        PAMPILHOSA DA SERRA","COIMBRA","PAMPILHOSA DA SERRA","-7.9519961","40.0460146","LISBOA                        AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027"
"129","201","1974",NA,"male",NA,NA,"2008","PORTO                          GONDOMAR","PORTO","GONDOMAR","-8.5291423","41.1395599","C BRANCO                      FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138"
"130","960","1909",NA,"unknown",NA,NA,"1936","PORTO                          VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302","VISEU                         CINFÃES","VISEU","CINFÃES","-8.0898477","41.071713"
"131","531","1929",NA,"male",NA,NA,"1958","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","VIANA DO CASTELO              PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455"
"132","191","1936",NA,"unknown",NA,NA,"1957","VIANA DO CASTELO               MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971","FARO                          SILVES","FARO","SILVES","-8.4412051","37.1889976"
"133","862","1880",NA,"male",NA,NA,"1918","PORTO                          VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302","SANTAREM                      SANTAREM","SANTAREM","SANTAREM","-8.6860119","39.2366618"
"134","976","1886",NA,"female",NA,NA,"1908","COIMBRA                        TABUA","COIMBRA","TABUA","-8.0282218","40.3617145","AVEIRO                        OVAR","AVEIRO","OVAR","-8.6253313","40.8596399"
"135","247","1952",NA,"male",NA,NA,"1973","GUARDA                         SEIA","GUARDA","SEIA","-7.707845","40.4148619","VISEU                         VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807"
"136","933","1979",NA,"female",NA,NA,"1999","PORTO                          PAREDES","PORTO","PAREDES","-8.3303867","41.2051674","AVEIRO                        CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444"
"137","43","1943",NA,"male",NA,NA,"1969","VIANA DO CASTELO               PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201","LISBOA                        CASCAIS","LISBOA","CASCAIS","-9.4222945","38.6970565"
"138","441","1962",NA,"unknown",NA,NA,"1982","COIMBRA                        OLIVEIRA DO HOSPITAL","COIMBRA","OLIVEIRA DO HOSPITAL","-7.8622032","40.3608614","AVEIRO                        VALE DE CAMBRA","AVEIRO","VALE DE CAMBRA","-8.3956168","40.8429643"
"139","47","1896",NA,"male",NA,NA,"1923","PORTO                          BAIÃO","PORTO","BAIÃO","-8.035514","41.1617715","VIANA DO CASTELO              PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201"
"140","694","1928",NA,"unknown",NA,NA,"1967","BRAGA                          BRAGA","BRAGA","BRAGA","-8.426507","41.5454486","LEIRIA                        PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291"
"141","977","1947",NA,"unknown",NA,NA,"1986","COIMBRA                        TABUA","COIMBRA","TABUA","-8.0282218","40.3617145","COIMBRA                       TABUA","COIMBRA","TABUA","-8.0282218","40.3617145"
"142","141","1972",NA,"unknown",NA,NA,"1996","AVEIRO                         OLIVEIRA DO BAIRRO","AVEIRO","OLIVEIRA DO BAIRRO","-8.498208","40.5170209","AVEIRO                        CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444"
"143","775","1890",NA,"female",NA,NA,"1920","COIMBRA                        FIGUEIRA DA FOZ","COIMBRA","FIGUEIRA DA FOZ","-8.857583","40.1521398","COIMBRA                       MONTEMOR-O-VELHO","COIMBRA","MONTEMOR-O-VELHO","-8.6826636","40.1748245"
"144","838","1972",NA,"unknown",NA,NA,"1999","PORTO                          PENAFIEL","PORTO","PENAFIEL","-8.2891305","41.2052808","BRAGA                         GUIMARÃES","BRAGA","GUIMARÃES","-8.426507","41.5454486"
"145","404","1960",NA,"unknown",NA,NA,"1984","VISEU                          SATÃO","VISEU","SATÃO","-7.7321201","40.7423572","COIMBRA                       CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015"
"146","932","1947",NA,"male",NA,NA,"1970","GUARDA                         FIGUEIRA DE CASTELO RODRIGO","GUARDA","FIGUEIRA DE CASTELO RODRIGO","-6.9635613","40.8946241","LISBOA                        SINTRA","LISBOA","SINTRA","-9.3816589","38.8028687"
"147","895","1977",NA,"unknown",NA,NA,"1999","BRAGA                          POVOA DE LANHOSO","BRAGA","POVOA DE LANHOSO","-8.2689012","41.5784784","SANTAREM                      ALPIARÇA","SANTAREM","ALPIARÇA","-8.5820055","39.2591889"
"148","29","1960",NA,"female",NA,NA,"1996","AVEIRO                         S. JOÃO DA MADEIRA","AVEIRO","S. JOÃO DA MADEIRA","-8.4906716","40.9005238","LEIRIA                        BOMBARRAL","LEIRIA","BOMBARRAL","-9.1580682","39.2682645"
"149","36","1958",NA,"male",NA,NA,"1981","AVEIRO                         CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444","LISBOA                        CADAVAL","LISBOA","CADAVAL","-9.1027435","39.2433571"
"150","293","1919",NA,"male",NA,NA,"1957","COIMBRA                        ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499","PORTO                         VALONGO","PORTO","VALONGO","-8.498352","41.1887594"
"151","748","1877",NA,"unknown",NA,NA,"1912","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","AVEIRO                        CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444"
"152","151","1981",NA,"male",NA,NA,"2016","VIANA DO CASTELO               ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516","LEIRIA                        PORTO DE MOS","LEIRIA","PORTO DE MOS","-8.816531873487","39.6052039331281"
"153","284","1897",NA,"unknown",NA,NA,"1920","PORTALEGRE                     CAMPO MAIOR","PORTALEGRE","CAMPO MAIOR","-7.0700063","39.0134528","LEIRIA                        PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291"
"154","877","1997",NA,"female",NA,NA,"2033","FARO                           SILVES","FARO","SILVES","-8.4412051","37.1889976","AVEIRO                        AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055"
"155","559","1976",NA,"female",NA,NA,"2005","AVEIRO                         ESTARREJA","AVEIRO","ESTARREJA","-8.5709856","40.7528385","VISEU                         NELAS","VISEU","NELAS","-7.8498679","40.537787"
"156","38","1967",NA,"unknown",NA,NA,"1991","VISEU                          ARMAMAR","VISEU","ARMAMAR","-7.6932177","41.1090606","SETUBAL                       SESIMBRA","SETUBAL","SESIMBRA","-9.1014903","38.444217"
"157","6","1930",NA,"male",NA,NA,"1969","BEJA                           FERREIRA DO ALENTEJO","BEJA","FERREIRA DO ALENTEJO","-8.1140713","38.0593873","AVEIRO                        AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055"
"158","752","1983",NA,"unknown",NA,NA,"2019","BRAGANCA                       TORRE DE MONCORVO","BRAGANCA","TORRE DE MONCORVO","-7.0534405","41.1742164","SETUBAL                       ALCOCHETE","SETUBAL","ALCOCHETE","-8.9628696","38.7562753"
"159","566","1903",NA,"unknown",NA,NA,"1929","BRAGA                          POVOA DE LANHOSO","BRAGA","POVOA DE LANHOSO","-8.2689012","41.5784784","VIANA DO CASTELO              MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971"
"160","650","1922",NA,"unknown",NA,NA,"1958","PORTO                          MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362","PORTO                         MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362"
"161","922","1901",NA,"female",NA,NA,"1931","AVEIRO                         AROUCA","AVEIRO","AROUCA","-8.245099","40.9321489","SETUBAL                       PALMELA","SETUBAL","PALMELA","-8.9016937","38.569441"
"162","452","1946",NA,"unknown",NA,NA,"1984","COIMBRA                        CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015","VIANA DO CASTELO              CAMINHA","VIANA DO CASTELO","CAMINHA","-8.8378454","41.8732082"
"163","890","1941",NA,"unknown",NA,NA,"1965","GUARDA                         AGUIAR DA BEIRA","GUARDA","AGUIAR DA BEIRA","-7.5454104","40.816453","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
"164","579","1880",NA,"unknown",NA,NA,"1920","PORTO                          POVOA DE VARZIM","PORTO","POVOA DE VARZIM","-8.7609294","41.3803685","SETUBAL                       MONTIJO","SETUBAL","MONTIJO","-8.9741183","38.7055652"
"165","919","1990",NA,"female",NA,NA,"2024","LISBOA                         AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027","VISEU                         LAMEGO","VISEU","LAMEGO","-7.8123805","41.0953745"
"166","427","1895",NA,"male",NA,NA,"1917","SETUBAL                        MONTIJO","SETUBAL","MONTIJO","-8.9741183","38.7055652","COIMBRA                       PENACOVA","COIMBRA","PENACOVA","-8.28054","40.2704883"
"167","74","1921",NA,"unknown",NA,NA,"1953","SANTAREM                       SALVATERRA DE MAGOS","SANTAREM","SALVATERRA DE MAGOS","-8.794182","39.0272019","VISEU                         SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591"
"168","741","1945",NA,"female",NA,NA,"1975","PORTO                          PAREDES","PORTO","PAREDES","-8.3303867","41.2051674","C BRANCO                      FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138"
"169","287","1922",NA,"unknown",NA,NA,"1961","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","LISBOA                        LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524"
"170","541","1961",NA,"male",NA,NA,"1988","C BRANCO                       CASTELO BRANCO","C BRANCO","CASTELO BRANCO","-7.4875687","39.8214511","VISEU                         PENALVA DO CASTELO","VISEU","PENALVA DO CASTELO","-7.633113","40.6862295"
"171","465","1990",NA,"male",NA,NA,"2013","VISEU                          TONDELA","VISEU","TONDELA","-8.0802569","40.5170645","AVEIRO                        SEVER DO VOUGA","AVEIRO","SEVER DO VOUGA","-8.3717672","40.7334189"
"172","608","1916",NA,"female",NA,NA,"1951","VISEU                          TONDELA","VISEU","TONDELA","-8.0802569","40.5170645","GUARDA                        SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416"
"173","351","1987",NA,"female",NA,NA,"2026","VISEU                          VOUZELA","VISEU","VOUZELA","-8.1120232","40.7231807","LISBOA                        AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027"
"174","224","1921",NA,"male",NA,NA,"1946","COIMBRA                        CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015","AVEIRO                        SANTA MARIA DA FEIRA","AVEIRO","SANTA MARIA DA FEIRA","-8.5483247","40.926794"
"175","575","1933",NA,"male",NA,NA,"1965","LEIRIA                         LEIRIA","LEIRIA","LEIRIA","-8.807683","39.7495331","VISEU                         LAMEGO","VISEU","LAMEGO","-7.8123805","41.0953745"
"176","359","1918",NA,"female",NA,NA,"1943","AVEIRO                         MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493","LISBOA                        OEIRAS","LISBOA","OEIRAS","-9.3146014","38.6968607"
"177","730","1963",NA,"unknown",NA,NA,"1994","COIMBRA                        CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015","PORTO                         TROFA","PORTO","TROFA","-8.5599893","41.3390535"
"178","4","1875",NA,"male",NA,NA,"1900","C BRANCO                       FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138","COIMBRA                       MONTEMOR-O-VELHO","COIMBRA","MONTEMOR-O-VELHO","-8.6826636","40.1748245"
"179","196","1991",NA,"unknown",NA,NA,"2028","AVEIRO                         ESTARREJA","AVEIRO","ESTARREJA","-8.5709856","40.7528385","BRAGA                         AMARES","BRAGA","AMARES","-8.349917","41.6336322"
"180","124","1886",NA,"unknown",NA,NA,"1922","BRAGA                          CABECEIRAS DE BASTO","BRAGA","CABECEIRAS DE BASTO","-7.9979753","41.5116939","PORTO                         MAIA","PORTO","MAIA","-8.621049","41.2278891"
"181","567","1925",NA,"male",NA,NA,"1949","GUARDA                         MEDA","GUARDA","MEDA","-7.2595951","40.9670544","PORTO                         MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043"
"182","55","1994",NA,"male",NA,NA,"2024","SETUBAL                        ALMADA","SETUBAL","ALMADA","-9.1651047","38.6765238","AVEIRO                        AGUEDA","AVEIRO","AGUEDA","-8.4464368","40.5754246"
"183","722","1880",NA,"male",NA,NA,"1907","LEIRIA                         ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667","VISEU                         SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591"
"184","820","1877",NA,"female",NA,NA,"1907","BEJA                           FERREIRA DO ALENTEJO","BEJA","FERREIRA DO ALENTEJO","-8.1140713","38.0593873","PORTO                         VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302"
"185","892","1968",NA,"female",NA,NA,"2001","BRAGA                          VILA NOVA DE FAMALICÃO","BRAGA","VILA NOVA DE FAMALICÃO","-8.5237319","41.4111259","AVEIRO                        CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444"
"186","651","1875",NA,"male",NA,NA,"1910","COIMBRA                        CANTANHEDE","COIMBRA","CANTANHEDE","-8.5933462","40.3470015",NA,NA,NA,NA,NA
"187","72","1892",NA,"unknown",NA,NA,"1932","VIANA DO CASTELO               CAMINHA","VIANA DO CASTELO","CAMINHA","-8.8378454","41.8732082","LISBOA                        AMADORA","LISBOA","AMADORA","-9.2245474","38.7577603"
"188","489","1973",NA,"female",NA,NA,"1997","LISBOA                         ALENQUER","LISBOA","ALENQUER","-9.0140033","39.0577004","AVEIRO                        OLIVEIRA DE AZEMEIS","AVEIRO","OLIVEIRA DE AZEMEIS","-8.4769763","40.8387294"
"189","214","1993",NA,"unknown",NA,NA,"2024","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","LISBOA                        LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524"
"190","110","1981",NA,"male",NA,NA,"2009","VISEU                          SATÃO","VISEU","SATÃO","-7.7321201","40.7423572","BRAGA                         TERRAS DE BOURO","BRAGA","TERRAS DE BOURO","-8.3062444","41.7167409"
"191","836","1894",NA,"female",NA,NA,"1929","SETUBAL                        MONTIJO","SETUBAL","MONTIJO","-8.9741183","38.7055652","BRAGA                         AMARES","BRAGA","AMARES","-8.349917","41.6336322"
"192","932","1896",NA,"male",NA,NA,"1924","VISEU                          ARMAMAR","VISEU","ARMAMAR","-7.6932177","41.1090606","VISEU                         CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784"
"193","432","1992",NA,"female",NA,NA,"2031","VIANA DO CASTELO               VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917","PORTO                         LOUSADA","PORTO","LOUSADA","-8.2837376","41.2774793"
"194","558","1930",NA,"unknown",NA,NA,"1962","VIANA DO CASTELO               VIANA DO CASTELO","VIANA DO CASTELO","VIANA DO CASTELO","-8.8344101","41.6918275","VISEU                         SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591"
"195","718","1901",NA,"unknown",NA,NA,"1927","LEIRIA                         CASTANHEIRA DE PERA","LEIRIA","CASTANHEIRA DE PERA","-8.2125382","40.0058478","SANTAREM                      CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055"
"196","388","1949",NA,"unknown",NA,NA,"1971","COIMBRA                        ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499","VIANA DO CASTELO              PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455"
"197","932","1925",NA,"female",NA,NA,"1945","C BRANCO                       COVILHÃ","C BRANCO","COVILHÃ","-7.5043272","40.2805633","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
